"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"DFVS","iPath US Treasury 5-year Bear ETN","30.612","1166317.2","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvs",
"DFVL","iPath US Treasury 5-year Bull ETN","65.64","4772028","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvl",
"FLAT","iPath US Treasury Flattener ETN","61.756","3477603.872","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/flat",
"DLBS","iPath US Treasury Long Bond Bear ETN","16.14","16277964.72","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbs",
"STPP","iPath US Treasury Steepener ETN","30.4","4216480","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/stpp",
"IPGP","IPG Photonics Corporation","224.13","12088340829.78","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/ipgp",
"CSML","IQ Chaikin U.S. Small Cap ETF","28.09","301967528.09","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csml",
"IRMD","iRadimed Corporation","13.7","144606692.1","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/irmd",
"IRTC","iRhythm Technologies, Inc.","53.35","1226061264.45","n/a","2016","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/irtc",
"IRIX","IRIDEX Corporation","8.69","100628609.73","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/irix",
"IRDM","Iridium Communications Inc","12.55","1229534933.05","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdm",
"IRDMB","Iridium Communications Inc","426.5","213250000","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdmb",
"IRBT","iRobot Corporation","65.99","1839441554.5","n/a","2005","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/irbt",
"IRWD","Ironwood Pharmaceuticals, Inc.","17.32","2593773227.2","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/irwd",
"IRCP","IRSA Propiedades Comerciales S.A.","55.88","41627806","744950","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/ircp",
"PMPT","iSectors Post-MPT Growth ETF","27.525","13762610.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pmpt",
"SLQD","iShares 0-5 Year Investment Grade Corporate Bond ETF","50.27","625861500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/slqd",
"CSJ","iShares 1-3 Year Credit Bond ETF","104.66","11821347000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csj",
"ISHG","iShares 1-3 Year International Treasury Bond ETF","84.1688","79960360","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ishg",
"SHY","iShares 1-3 Year Treasury Bond ETF","83.98","11337300000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/shy",
"TLT","iShares 20+ Year Treasury Bond ETF","126.55","6972905000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tlt",
"IEI","iShares 3-7 Year Treasury Bond ETF","122.52","7057152000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iei",
"IEF","iShares 7-10 Year Treasury Bond ETF","105.93","7531623000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ief",
"AIA","iShares Asia 50 ETF","65.12","592592000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aia",
"COMT","iShares Commodities Select Strategy ETF","37","281200000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/comt",
"ISTB","iShares Core 1-5 Year USD Bond ETF","49.8499","1161502670","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/istb",
"IXUS","iShares Core MSCI Total International Stock ETF","62.39","8179329000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ixus",
"IUSG","iShares Core S&P U.S. Growth ETF","53.46","3220965000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iusg",
"IUSV","iShares Core S&P U.S. Value ETF","54.73","2969102500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iusv",
"IUSB","iShares Core Total USD Bond Market ETF","50.835","1916479500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iusb",
"HEWG","iShares Currency Hedged MSCI Germany ETF","28.85","683745000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hewg",
"SUSB","iShares ESG 1-5 Year USD Corporate Bond ETF","24.96","9984000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/susb",
"SUSC","iShares ESG USD Corporate Bond ETF","25.41","10164000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/susc",
"XT","iShares Exponential Technologies ETF","35.21","1549240000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/xt",
"FALN","iShares Fallen Angels USD Bond ETF","27.4","17810000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/faln",
"IFEU","iShares FTSE EPRA/NAREIT Europe Index Fund","39.6211","39621100","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifeu",
"IFGL","iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund","30.01","624208000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifgl",
"IGF","iShares Global Infrastructure ETF","46.36","1947120000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igf",
"GNMA","iShares GNMA Bond ETF","49.5501","126352755","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gnma",
"HYXE","iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF","51.24","10248000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hyxe",
"CIU","iShares Intermediate Credit Bond ETF","109.35","7867732500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ciu",
"IGOV","iShares International Treasury Bond ETF","49.82","841958000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igov",
"EMB","iShares J.P. Morgan USD Emerging Markets Bond ETF","115.42","11876718000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emb",
"MBB","iShares MBS ETF","106.41","11779587000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbb",
"JKI","iShares Morningstar Mid-Cap ETF","157.54","417481000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jki",
"ACWX","iShares MSCI ACWI ex US Index Fund","49.39","3022668000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwx",
"ACWI","iShares MSCI ACWI Index Fund","71.54","8255716000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwi",
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","75.13","4658060000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aaxj",
"EWZS","iShares MSCI Brazil Small-Cap ETF","15.63","81276000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ewzs",
"MCHI","iShares MSCI China ETF","65.31","2638524000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mchi",
"ESGD","iShares MSCI EAFE ESG Optimized ETF","67.6057","141971970","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esgd",
"SCZ","iShares MSCI EAFE Small-Cap ETF","63.43","10465950000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/scz",
"ESGE","iShares MSCI EM ESG Optimized ETF","71.79","154348500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esge",
"EEMA","iShares MSCI Emerging Markets Asia Index Fund","72.71","570773500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eema",
"EMXC","iShares MSCI Emerging Markets ex China ETF","52.67","10534000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emxc",
"EUFN","iShares MSCI Europe Financials Sector Index Fund","23.07","2055537000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eufn",
"IEUS","iShares MSCI Europe Small-Cap ETF","56.64","189744000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ieus",
"RING","iShares MSCI Global Gold Miners ETF","18.04","340956000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ring",
"MPCT","iShares MSCI Global Impact ETF","58.2","29100000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mpct",
"ENZL","iShares MSCI New Zealand Capped ETF","46.05","142755000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enzl",
"QAT","iShares MSCI Qatar Capped ETF","13.87","48545000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qat",
"TUR","iShares MSCI Turkey ETF","38.15","347165000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tur",
"UAE","iShares MSCI UAE Capped ETF","16.55","43030000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uae",
"ESGU","iShares MSCI USA ESG Optimized ETF","57.78","20223000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/esgu",
"IBB","iShares Nasdaq Biotechnology Index Fund","105.7","9909384935.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibb",
"SOXX","iShares PHLX SOX Semiconductor Sector Index Fund","170.69","1348451000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/soxx",
"AMCA","iShares Russell 1000 Pure U.S. Revenue ETF","26.4101","2641010","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amca",
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","32.65","45710000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emif",
"ICLN","iShares S&P Global Clean Energy Index Fund","8.8416","122014080","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/icln",
"WOOD","iShares S&P Global Timber & Forestry Index Fund","69.49","350229600","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wood",
"INDY","iShares S&P India Nifty 50 Index Fund","35.28","1150128000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/indy",
"IJT","iShares S&P Small-Cap 600 Growth ETF","170.88","4921344000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ijt",
"DVY","iShares Select Dividend ETF","98.35","17698082500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dvy",
"SHV","iShares Short Treasury Bond ETF","110.25","6703200000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/shv",
"CRED","iShares U.S. Credit Bond ETF","111.82","1498388000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cred",
"PFF","iShares U.S. Preferred Stock ETF","38.46","18030048000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pff",
"ISRL","Isramco, Inc.","124","336993684","n/a","1983","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/isrl",
"ITI","Iteris, Inc.","6.33","207542988.66","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/iti",
"ITRI","Itron, Inc.","64.75","2507457477","n/a","1993","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/itri",
"ITRN","Ituran Location and Control Ltd.","35.7","838072886.7","n/a","2005","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/itrn",
"ITUS","ITUS Corporation","2.45","40685322.3","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/itus",
"IVENC","Ivy NextShares","99.99","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivenc",
"IVFGC","Ivy NextShares","99.99","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivfgc",
"IVFVC","Ivy NextShares","99.99","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivfvc",
"IXYS","IXYS Corporation","24.2","793012292.6","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ixys",
"IZEA","IZEA Inc.","4.58","26226618.88","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/izea",
"JJSF","J & J Snack Foods Corp.","150.07","2800910081.68","n/a","1986","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jjsf",
"MAYS","J. W. Mays, Inc.","38","76599640","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/mays",
"JBHT","J.B. Hunt Transport Services, Inc.","109.01","11964054073.95","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/jbht",
"JCOM","j2 Global, Inc.","74.61","3611784447.72","n/a","1999","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcom",
"JASO","JA Solar Holdings, Co., Ltd.","7.27","292880688.54","40286202","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/jaso",
"JKHY","Jack Henry & Associates, Inc.","114.03","8807046043.95","n/a","1985","Technology","EDP Services","http://www.nasdaq.com/symbol/jkhy",
"JACK","Jack In The Box Inc.","105.2","3096254395.2","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jack",
"JXSB","Jacksonville Bancorp Inc.","31.65","57377367.15","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/jxsb",
"JAGX","Jaguar Health, Inc.","0.1542","14007020.682","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jagx",
"JAKK","JAKKS Pacific, Inc.","2.475","66793889.25","n/a","1996","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jakk",
"JMBA","Jamba, Inc.","8.5","130303410.5","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jmba",
"JRVR","James River Group Holdings, Ltd.","40.58","1201642136.72","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/jrvr",
"SGQI","Janus Henderson SG Global Quality Income ETF","28.97","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sgqi",
"JSML","Janus Henderson Small Cap Growth Alpha ETF","36.3","7332600","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jsml",
"JSMD","Janus Henderson Small/Mid Cap Growth Alpha ETF","38.07","13400640","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jsmd",
"JASN","Jason Industries, Inc.","2.04","52971417.24","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasn",
"JASNW","Jason Industries, Inc.","0.013","0","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasnw",
"JAZZ","Jazz Pharmaceuticals plc","138.19","8284559042.24","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jazz",
"JD","JD.com, Inc.","37.27","34212171743.54","917954702","2014","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/jd",
"JSYN","Jensyn Acquistion Corp.","10.27","53090765","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/jsyn",
"JSYNR","Jensyn Acquistion Corp.","0.5498","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/jsynr",
"JSYNU","Jensyn Acquistion Corp.","10.98","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/jsynu",
"JSYNW","Jensyn Acquistion Corp.","0.265","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/jsynw",
"JBLU","JetBlue Airways Corporation","21.31","6832986461.88","n/a","2002","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/jblu",
"JTPY","JetPay Corporation","1.85","28996037.9","n/a","2011","Finance","Business Services","http://www.nasdaq.com/symbol/jtpy",
"JCTCF","Jewett-Cameron Trading Company","15.9","35528454.6","n/a","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/jctcf",
"WYIG","JM Global Holding Company","9.8999","55433381.2612","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/wyig",
"WYIGU","JM Global Holding Company","10.15","56833788.2","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/wyigu",
"WYIGW","JM Global Holding Company","0.39","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/wyigw",
"JMU","JMU Limited","1.04","18106941.84","17410521","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/jmu",
"JBSS","John B. Sanfilippo & Son, Inc.","61.62","696146342.58","n/a","1991","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jbss",
"JOUT","Johnson Outdoors Inc.","72.4","723724807.6","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jout",
"JNCE","Jounce Therapeutics, Inc.","15.76","508193209.12","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/jnce",
"JNP","Juniper Pharmaceuticals, Inc.","5.025","54491667.825","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jnp",
"JUNO","Juno Therapeutics, Inc.","56.7","6473603259.9","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/juno",
"KTWO","K2M Group Holdings, Inc.","18.93","820209016.11","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ktwo",
"KALU","Kaiser Aluminum Corporation","97.41","1646598281.31","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/kalu",
"KALA","Kala Pharmaceuticals, Inc.","18.9","463449375.9","n/a","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kala",
"KALV","KalVista Pharmaceuticals, Inc.","9.3","100287768.3","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kalv",
"KMDA","Kamada Ltd.","4.7","189197278","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kmda",
"KNDI","Kandi Technologies Group, Inc.","7.35","353068554.3","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/kndi",
"KPTI","Karyopharm Therapeutics Inc.","11.26","531255526.5","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kpti",
"KAAC","Kayne Anderson Acquisition Corp.","9.66","455615252.4","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/kaac",
"KAACU","Kayne Anderson Acquisition Corp.","9.99","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/kaacu",
"KAACW","Kayne Anderson Acquisition Corp.","0.8","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/kaacw",
"KZIA","Kazia Therapeutics Limited","3.0131","5207956.5378","1728438","n/a","Capital Goods","Miscellaneous","http://www.nasdaq.com/symbol/kzia",
"KBLM","KBL Merger Corp. IV","9.69","144162975","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/kblm",
"KBLMR","KBL Merger Corp. IV","0.319","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/kblmr",
"KBLMU","KBL Merger Corp. IV","10.18","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/kblmu",
"KBLMW","KBL Merger Corp. IV","0.2","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/kblmw",
"KBSF","KBS Fashion Group Limited","4.37","7743709.92","n/a","2013","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kbsf",
"KCAP","KCAP Financial, Inc.","3.38","126206577.12","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/kcap",
"KCAPL","KCAP Financial, Inc.","25.23","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kcapl",
"KRNY","Kearny Financial","14.7","1190962365.6","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/krny",
"KELYA","Kelly Services, Inc.","28.97","1113197106.26","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/kelya",
"KELYB","Kelly Services, Inc.","28","1075924024","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/kelyb",
"KMPH","KemPharm, Inc.","3.775","55331798.25","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kmph",
"KFFB","Kentucky First Federal Bancorp","8.7529","73913995.3435","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/kffb",
"KERX","Keryx Biopharmaceuticals, Inc.","4.79","571080517.1","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kerx",
"KEQU","Kewaunee Scientific Corporation","27.65","75037040.05","n/a","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kequ",
"KTEC","Key Technology, Inc.","16.75","108656044","n/a","1993","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ktec",
"KTCC","Key Tronic Corporation","7.59","81665971.2","n/a","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ktcc",
"KFRC","Kforce, Inc.","25.2","666975229.2","n/a","1995","Technology","Professional Services","http://www.nasdaq.com/symbol/kfrc",
"KE","Kimball Electronics, Inc.","20.85","559590314.4","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/ke",
"KBAL","Kimball International, Inc.","18.08","677590741.12","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/kbal",
"KIN","Kindred Biosciences, Inc.","7.6","214004843.2","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kin",
"KGJI","Kingold Jewelry Inc.","2.18","144127434.36","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/kgji",
"KINS","Kingstone Companies, Inc","19.4","206152198.8","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kins",
"KONE","Kingtone Wirelessinfo Solution Holding Ltd","3.86","2757487.5","714375","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/kone",
"KNSL","Kinsale Capital Group, Inc.","43.85","922165719.25","n/a","2016","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/knsl",
"KIRK","Kirkland&#39;s, Inc.","13.14","210386760.66","n/a","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/kirk",
"KTOV","Kitov Pharmaceuticals Holdings Ltd.","2.31","14877513.42","6440482","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ktov",
"KTOVW","Kitov Pharmaceuticals Holdings Ltd.","0.79","0","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ktovw",
"KLAC","KLA-Tencor Corporation","103.87","16277249884.61","n/a","1980","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/klac",
"KLXI","KLX Inc.","55.64","2861209882.96","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/klxi",
"KONA","Kona Grill, Inc.","2.125","21473082.5","n/a","2005","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/kona",
"KOPN","Kopin Corporation","3.22","242583732.86","n/a","1992","Technology","Semiconductors","http://www.nasdaq.com/symbol/kopn",
"KRNT","Kornit Digital Ltd.","17.3","583616157.4","n/a","2015","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/krnt",
"KOSS","Koss Corporation","1.64","12107637.84","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/koss",
"KWEB","KraneShares Trust KraneShares CSI China Internet ETF","55.65","189210000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kweb",
"KTOS","Kratos Defense & Security Solutions, Inc.","10.23","1056733680.75","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ktos",
"KRYS","Krystal Biotech, Inc.","10.52","107695838.44","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/krys",
"KLIC","Kulicke and Soffa Industries, Inc.","24.08","1700139335.44","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/klic",
"KURA","Kura Oncology, Inc.","15.35","463808784.6","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kura",
"KVHI","KVH Industries, Inc.","10.45","178799040.2","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/kvhi",
"FSTR","L.B. Foster Company","23","237833248","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/fstr",
"LJPC","La Jolla Pharmaceutical Company","31.82","704661632.26","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ljpc",
"LSBK","Lake Shore Bancorp, Inc.","16.45","100309106.1","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/lsbk",
"LBAI","Lakeland Bancorp, Inc.","20.85","987302981.85","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lbai",
"LKFN","Lakeland Financial Corporation","50.56","1273854295.68","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lkfn",
"LAKE","Lakeland Industries, Inc.","13.75","110446173.75","n/a","1986","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/lake",
"LRCX","Lam Research Corporation","187.81","30415124836.88","n/a","1984","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lrcx",
"LAMR","Lamar Advertising Company","75.81","7462107101.19","n/a","1996","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lamr",
"LANC","Lancaster Colony Corporation","134.03","3678125780.68","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lanc",
"LCA","Landcadia Holdings, Inc.","9.94","310625000","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/lca",
"LCAHU","Landcadia Holdings, Inc.","10.6","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/lcahu",
"LCAHW","Landcadia Holdings, Inc.","0.64","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/lcahw",
"LNDC","Landec Corporation","12.1","332831215.2","n/a","1996","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lndc",
"LARK","Landmark Bancorp Inc.","28.32","115190750.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lark",
"LMRK","Landmark Infrastructure Partners LP","16.85","386203651.3","n/a","2014","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/lmrk",
"LMRKO","Landmark Infrastructure Partners LP","24.89","0","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/lmrko",
"LMRKP","Landmark Infrastructure Partners LP","25.06","0","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/lmrkp",
"LE","Lands&#39; End, Inc.","11.65","373906994.65","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/le",
"LSTR","Landstar System, Inc.","102.6","4305690772.2","n/a","1993","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/lstr",
"LNTH","Lantheus Holdings, Inc.","21.85","819506012.6","n/a","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/lnth",
"LTRX","Lantronix, Inc.","2.01","36126925.95","n/a","2000","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ltrx",
"RNLC","Large Cap US Equity Select ETF","21.33","10665042.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rnlc",
